City,Colors Reported,Shape Reported,State,Time
Los Angeles,,TRIANGLE,CA,5/15/2000 4:00
Dexter,,DISK,KY,5/15/2000 7:00
Johnstown,,DISK,PA,5/15/2000 13:45
Jackson,,CIGAR,NJ,5/15/2000 19:30
New Rochelle,,CIRCLE,NY,5/15/2000 20:00
Harrison,,LIGHT,AR,5/15/2000 21:00
Ladson,,OTHER,SC,5/15/2000 21:30
Woodburn,,LIGHT,OR,5/15/2000 21:55
Buttonwillow,,CHEVRON,CA,5/15/2000 22:00
Lancaster,,TRIANGLE,CA,5/15/2000 22:00
Virginia,,OTHER,MN,5/15/2000 22:00
Pittsburg,RED GREEN,LIGHT,TX,5/15/2000 22:30
Shakopee,,FIREBALL,MN,5/15/2000 22:50
Fair Lawn,,CIRCLE,NJ,5/15/2000 23:00
Cleveland,,TEARDROP,OH,5/15/2000 23:30
Ottawa,,,WI,5/16/2000 9:30
Charlotte,,EGG,NC,5/16/2000 11:00
Wilmington,,OTHER,DE,5/17/2000 0:35
Fredericksburg,,TEARDROP,TX,5/17/2000 16:00
Glen Ridge,,CIRCLE,NJ,5/17/2000 19:30
Jackson,,SPHERE,TN,5/17/2000 19:30
Bakersfield,,CROSS,CA,5/17/2000 21:00
Bay City,,OVAL,OR,5/17/2000 21:54
San Francisco,,LIGHT,CA,5/18/2000 20:55
Brookville,,DIAMOND,PA,5/18/2000 21:00
Cuba,,TRIANGLE,MO,5/18/2000 22:10
Phoenix,,CIRCLE,AZ,5/19/2000 0:00
Cocoa,,LIGHT,FL,5/19/2000 21:00
Augusta,,FIREBALL,KS,5/20/2000 0:00
Hudson,,OVAL,OH,5/20/2000 5:00
Benedicta,,SPHERE,ME,5/20/2000 13:00
Viola,,CIGAR,WI,5/20/2000 14:27
Glenn Ellyn,,OTHER,IL,5/20/2000 15:00
Hampton,,OTHER,VA,5/20/2000 16:10
Santa Clarita,,LIGHT,CA,5/20/2000 20:20
Lancaster,,,CA,5/20/2000 20:45
Index,,CONE,WA,5/20/2000 23:30
NASA-INTERNET TV,,DISK,TX,5/21/2000 1:00
New Smyrna Beach,,,FL,5/21/2000 2:40
Bauxite,,TRIANGLE,AR,5/21/2000 23:00
Houston,GREEN,LIGHT,TX,5/22/2000 3:30
Visalia,BLUE,FIREBALL,CA,5/22/2000 18:00
Paso Robles,,FLASH,CA,5/22/2000 21:10
Gardner,ORANGE GREEN,EGG,KS,5/22/2000 23:00
Dayton,,,OH,5/22/2000 23:15
Tulsa,,CIRCLE,OK,5/23/2000 20:15
Sun Prairie,,,WI,5/23/2000 22:30
Cleveland,,TRIANGLE,TN,5/23/2000 23:00
Mount Shasta,,TEARDROP,CA,5/24/2000 0:00
Flagstaff,,OVAL,AZ,5/25/2000 2:30
Dallas,,DISK,TX,5/25/2000 15:15
Burr Ridge,,TRIANGLE,IL,5/25/2000 19:40
Victor,RED GREEN,DISK,NY,5/25/2000 20:00
Ketchikan,,OVAL,AK,5/25/2000 21:00
Cottage Hills,,CHEVRON,IL,5/25/2000 21:30
Phoenix,,LIGHT,AZ,5/25/2000 21:30
South Pasadena,,CHEVRON,CA,5/26/2000 9:28
Yuma,,,AZ,5/26/2000 19:00
Burbank,ORANGE,DISK,CA,5/26/2000 20:00
Newton,,LIGHT,NH,5/26/2000 22:15
Littleton,,FIREBALL,CO,5/26/2000 22:50
Jersey City,ORANGE,SPHERE,NJ,5/26/2000 23:15
Ogdensburg,,VARIOUS,NY,5/26/2000 23:15
Cincinnati,,CIRCLE,OH,5/27/2000 2:00
Lake Havasu,,DISK,AZ,5/27/2000 16:30
Nassau County,,DISK,NY,5/27/2000 21:00
Los Angeles,,FORMATION,CA,5/27/2000 22:55
Fresno,,FORMATION,CA,5/28/2000 0:20
Maricopa,,EGG,CA,5/28/2000 14:00
White Sands,,LIGHT,NM,5/28/2000 20:00
Decatur,,VARIOUS,TX,5/28/2000 20:30
Spring,RED,,TX,5/28/2000 21:15
St. Petersburg,ORANGE,FIREBALL,FL,5/28/2000 22:00
Sacramento,,TRIANGLE,CA,5/28/2000 22:32
Sioux Falls,,FIREBALL,SD,5/29/2000 1:00
Tallahassee,,DISK,FL,5/29/2000 4:00
Clovis,,LIGHT,CA,5/29/2000 21:00
Prescott Valley,,FORMATION,AZ,5/30/2000 20:05
Fort Morgan,GREEN,OVAL,AL,5/30/2000 21:00
Schuyler County,ORANGE GREEN,LIGHT,IL,5/30/2000 22:07
Boston,,FIREBALL,MA,5/31/2000 23:50
Joshua Tree National Park,,OVAL,CA,6/1/2000 0:00
Auburn,,OVAL,WA,6/1/2000 1:00
San Francisco,,FORMATION,CA,6/1/2000 2:00
Powhatan,,LIGHT,VA,6/1/2000 12:00
Livonia,,DISK,MI,6/1/2000 13:00
Albuquerque,,LIGHT,NM,6/1/2000 15:00
Macon,,OTHER,GA,6/1/2000 15:00
Chattanooga,,DISK,TN,6/1/2000 17:00
Key West,,FORMATION,FL,6/1/2000 20:00
Santa Fe,,TRIANGLE,NM,6/1/2000 21:30
San Francisco,,FIREBALL,CA,6/1/2000 22:00
Mineola,,TEARDROP,NY,6/1/2000 22:20
Boca Raton,,TRIANGLE,FL,6/1/2000 22:30
Buckley,,DISK,WA,6/1/2000 23:00
Peru,,EGG,IN,6/2/2000 0:00
Gilbert,,OVAL,AZ,6/2/2000 19:50
Escondido,RED,LIGHT,CA,6/2/2000 22:00
Gladstone,,LIGHT,MI,6/3/2000 0:17
Placitas,,CIRCLE,NM,6/3/2000 14:00
Albuquerque,,SPHERE,NM,6/3/2000 14:30
Greer,RED,TRIANGLE,AZ,6/3/2000 19:30
Overgaard,RED BLUE,TRIANGLE,AZ,6/3/2000 19:30
Bluewater Village,,DISK,NM,6/3/2000 20:00
Bluewater Village,,OVAL,NM,6/3/2000 20:30
Kaneohe,,OTHER,HI,6/3/2000 20:30
Manzanita,ORANGE,FIREBALL,OR,6/3/2000 21:45
Manzanita,ORANGE,LIGHT,OR,6/3/2000 22:00
Cranberry Township,,CIRCLE,PA,6/3/2000 22:30
Ithaca,,FLASH,MI,6/3/2000 22:35
New York City,,CHEVRON,NY,6/3/2000 23:30
Milwaukee,,DISK,WI,6/4/2000 2:00
Milwaukee,,DISK,WI,6/4/2000 21:30
Augusta,,LIGHT,KS,6/5/2000 3:45
Ironton,,TRIANGLE,OH,6/5/2000 21:00
Conway,,TRIANGLE,SC,6/5/2000 22:00
Sargent,,,GA,6/5/2000 23:00
San Francisco,,,CA,6/5/2000 23:30
Mt. Vernon,,RECTANGLE,VA,6/6/2000 1:45
El Cajon,,SPHERE,CA,6/6/2000 3:20
Tulsa,,CIRCLE,OK,6/6/2000 8:15
St. Louis,,OVAL,MO,6/6/2000 17:22
Marlette,,OVAL,MI,6/7/2000 13:00
Modesto,,SPHERE,CA,6/7/2000 14:00
Deltona,,,FL,6/7/2000 19:00
Ely,,LIGHT,MN,6/7/2000 21:30
Deltona,,,FL,6/7/2000 22:00
Tempe,,,AZ,6/7/2000 22:00
Elkhart,,CIRCLE,KS,6/7/2000 23:48
Ely,,DIAMOND,MN,6/8/2000 1:00
Mulino,,CIGAR,OR,6/8/2000 11:00
Lynnville,,DISK,IA,6/9/2000 13:00
Richland,,TEARDROP,WA,6/9/2000 17:00
Gilbert,RED,LIGHT,AZ,6/9/2000 20:15
West Valley,,LIGHT,NY,6/9/2000 20:30
Kensington,,CYLINDER,MD,6/9/2000 22:15
Germantown,RED,TRIANGLE,MD,6/9/2000 22:35
Circle Pines,,LIGHT,MN,6/9/2000 23:00
Clinton Township,,LIGHT,MI,6/9/2000 23:35
Carrolton,,LIGHT,GA,6/10/2000 0:00
Polk City,,CIRCLE,IA,6/10/2000 2:30
Henry Cowe Park,,CIRCLE,CA,6/10/2000 3:00
Jacksonville,RED YELLOW GREEN,LIGHT,FL,6/10/2000 4:00
Avoco,,TRIANGLE,PA,6/10/2000 12:00
Stevens Point,,CIRCLE,WI,6/10/2000 13:00
Slatington,,OVAL,PA,6/10/2000 18:00
Hillsboro,RED,CIRCLE,MO,6/10/2000 19:00
Gilbert,RED,,AZ,6/10/2000 19:30
Lakewood,,LIGHT,CA,6/10/2000 21:23
Orofino,,TRIANGLE,ID,6/10/2000 21:30
Levittown,GREEN,CYLINDER,NY,6/10/2000 21:35
Parlin,,,NJ,6/10/2000 21:38
Moundsville,RED YELLOW,FLASH,WV,6/10/2000 22:00
Santa Monica,,LIGHT,CA,6/10/2000 23:00
Framingham,ORANGE,SPHERE,MA,6/11/2000 2:16
Freer,,DISK,TX,6/11/2000 2:30
Freer,RED,CIRCLE,TX,6/11/2000 3:00
Lunenburg,,SPHERE,MA,6/11/2000 3:05
Starr,,OTHER,SC,6/11/2000 16:30
Tucson,,OTHER,AZ,6/11/2000 17:30
Houston,,TEARDROP,TX,6/12/2000 11:45
Lynnwood,,TRIANGLE,WA,6/12/2000 17:20
Houston,,DISK,TX,6/12/2000 19:00
Hurst,,FIREBALL,TX,6/12/2000 23:26
Salina,,CONE,KS,6/13/2000 16:50
Los Angeles,,LIGHT,CA,6/13/2000 20:00
Casper,,OVAL,WY,6/13/2000 22:00
Creaston,,LIGHT,CA,6/13/2000 22:00
Prineville,,RECTANGLE,OR,6/14/2000 2:30
Greenfield,,OTHER,IL,6/14/2000 19:30
Green Ridge,,LIGHT,MO,6/14/2000 21:00
Greenfield,,CHEVRON,IL,6/14/2000 21:30
Ventura,,CIRCLE,CA,6/14/2000 22:00
Ravenna,,LIGHT,MI,6/14/2000 22:40
Blue Springs,,FIREBALL,MO,6/14/2000 23:45
Eugene,,TRIANGLE,OR,6/15/2000 2:00
Oakdale,,CIRCLE,MN,6/15/2000 2:00
Los Angeles,,,CA,6/15/2000 3:00
Dayton,,OTHER,OH,6/15/2000 5:00
Lincoln Park,,OTHER,MI,6/15/2000 12:28
,,SPHERE,NY,6/15/2000 15:00
Sault Ste. Marie,,SPHERE,MI,6/15/2000 17:30
Caarthage,,TRIANGLE,MS,6/15/2000 17:45
Chanhassen,ORANGE,DISK,MN,6/15/2000 18:30
Findlay,,OVAL,OH,6/15/2000 21:00
Stratford,,TRIANGLE,TX,6/15/2000 21:00
Cape May Court House,,LIGHT,NJ,6/15/2000 22:00
Solon,,CIRCLE,OH,6/15/2000 22:00
Millville,,TRIANGLE,NJ,6/15/2000 23:00
Sparks,,LIGHT,NV,6/15/2000 23:00
Seattle,ORANGE BLUE,OTHER,WA,6/15/2000 23:11
Ringwood,,LIGHT,IL,6/15/2000 23:45
Redlands,,LIGHT,CA,6/16/2000 0:05
Portland,,,OR,6/16/2000 2:00
Cannonsburgh,,FIREBALL,PA,6/16/2000 13:23
Saratoga,BLUE,OVAL,NY,6/16/2000 14:00
Cahokia,GREEN BLUE,TRIANGLE,IL,6/16/2000 21:45
St. Louis,,OTHER,MO,6/16/2000 23:30
Atlantic Ocean,,,NC,6/17/2000 0:35
Sheboygan,,,WI,6/17/2000 2:50
Tualatin,,DISK,OR,6/17/2000 16:00
Sierra Madre,,SPHERE,CA,6/17/2000 17:30
Farmington Hills,,VARIOUS,MI,6/17/2000 21:40
Robstown,,SPHERE,TX,6/17/2000 22:00
Spanish Fork,,SPHERE,UT,6/17/2000 22:52
Sunnyside,,LIGHT,NY,6/18/2000 4:30
West Branch,,OVAL,IA,6/18/2000 10:45
Monroe,,RECTANGLE,NY,6/18/2000 23:06
Clearlake,,CIRCLE,CA,6/19/2000 1:30
Rawlins,,DISK,WY,6/19/2000 13:00
New York City,RED,TRIANGLE,NY,6/19/2000 18:30
Santa Monica,,TRIANGLE,CA,6/19/2000 21:40
Harrison,,LIGHT,OH,6/19/2000 21:52
Fort Wayne,ORANGE,OTHER,IN,6/19/2000 23:10
Yosemite,,TRIANGLE,CA,6/19/2000 23:50
Clifton,,OTHER,NJ,6/20/2000 0:00
Willard Bay,ORANGE,LIGHT,UT,6/20/2000 0:00
Yakima,YELLOW,LIGHT,WA,6/20/2000 1:25
Salida,,TRIANGLE,CA,6/20/2000 20:00
Stetson,YELLOW,LIGHT,ME,6/20/2000 20:00
Lebanon,RED BLUE,FIREBALL,VA,6/20/2000 21:43
Church Hill,,FLASH,TN,6/20/2000 21:50
Colorado Springs,,,CO,6/20/2000 22:00
Revere,,DISK,MA,6/20/2000 22:00
Tifton,,,GA,6/20/2000 22:00
Raymondville,,CIRCLE,MO,6/20/2000 22:15
Salem,ORANGE,VARIOUS,OR,6/20/2000 22:25
Highway 5?,,RECTANGLE,CA,6/20/2000 23:00
Ware Shoals,,,SC,6/20/2000 23:00
Portland,,CIGAR,OR,6/21/2000 15:30
Glendale,RED,VARIOUS,CO,6/21/2000 16:50
St. Peter,YELLOW GREEN,CIRCLE,MN,6/21/2000 23:15
Sophia,,,WV,6/22/2000 9:30
Tupelo,,DISK,MS,6/22/2000 17:30
Pine Haven,,EGG,WY,6/22/2000 21:00
Providence,,EGG,RI,6/22/2000 21:30
Green Bay,,LIGHT,WI,6/22/2000 22:35
Georgetown,,LIGHT,DE,6/22/2000 23:00
Huntington Beach,,OTHER,CA,6/23/2000 0:00
Blackfoot,RED,LIGHT,ID,6/23/2000 0:15
Pinedale,,DIAMOND,WY,6/23/2000 8:00
San Francisco,,CIRCLE,CA,6/23/2000 15:30
Tacoma,,OTHER,WA,6/23/2000 21:00
Tacoma,,LIGHT,WA,6/23/2000 21:30
Scottsdale,,LIGHT,AZ,6/23/2000 21:45
Morrilton,,RECTANGLE,AR,6/23/2000 22:00
Magna,,CIRCLE,UT,6/23/2000 22:30
Canyon,BLUE,,TX,6/23/2000 22:40
Magna,,CIRCLE,UT,6/23/2000 22:45
Federal Way,,SPHERE,WA,6/24/2000 12:50
North Fork,,LIGHT,CA,6/24/2000 21:24
Olathe,,LIGHT,KS,6/24/2000 21:44
Hurricane,,FORMATION,WV,6/24/2000 22:00
Wintersville,,CYLINDER,OH,6/24/2000 22:15
Hazlet,,CIRCLE,NJ,6/24/2000 22:35
Redmond,,CHEVRON,WA,6/24/2000 22:45
Shelby Township,,TRIANGLE,MI,6/24/2000 23:30
Dallas,,DIAMOND,TX,6/25/2000 0:24
Cranston,,,RI,6/25/2000 2:25
Aloha,,CIGAR,OR,6/25/2000 19:15
New York City,,OVAL,NY,6/25/2000 19:30
Little Chute,,FIREBALL,WI,6/25/2000 21:00
Orange,ORANGE,LIGHT,CA,6/25/2000 21:23
Salt Lake City,,LIGHT,UT,6/25/2000 22:40
Bozeman,,LIGHT,MT,6/26/2000 0:15
Los Angeles,,,CA,6/26/2000 0:22
Sandy,,,OR,6/26/2000 18:35
San Diego,BLUE,LIGHT,CA,6/26/2000 21:30
St. George,,LIGHT,UT,6/26/2000 22:00
Otis,,,OR,6/26/2000 22:20
Sedro Woolley,,LIGHT,WA,6/26/2000 22:25
Blackstone,,LIGHT,VA,6/26/2000 22:35
Las Vegas,,LIGHT,NV,6/26/2000 22:40
Gresham,,OTHER,OR,6/26/2000 23:04
Chicago,,OVAL,IL,6/26/2000 23:20
West Chazy,ORANGE,,NY,6/27/2000 0:03
Interstate 5,RED,OTHER,CA,6/27/2000 21:00
Fallbrook,,LIGHT,CA,6/27/2000 21:30
Apache Junction,,LIGHT,AZ,6/27/2000 21:40
Bakersfield,,FIREBALL,CA,6/27/2000 21:50
Moab,,CIRCLE,UT,6/27/2000 22:00
Boston,,LIGHT,MA,6/27/2000 22:40
Sewell,,TRIANGLE,NJ,6/27/2000 22:50
Newmarket,,OVAL,NH,6/28/2000 1:00
Albuquerque,,LIGHT,NM,6/28/2000 2:00
St. Louis,,TRIANGLE,MO,6/28/2000 16:11
Monticello,,LIGHT,FL,6/28/2000 22:03
Chico,,CIRCLE,CA,6/29/2000 0:10
Paso Robles,,LIGHT,CA,6/29/2000 1:00
Minneapolis,,SPHERE,MN,6/29/2000 21:00
Jefferson City,,TRIANGLE,MO,6/29/2000 21:30
DeSoto,,OTHER,IL,6/29/2000 22:30
Penn Valley,YELLOW,CIRCLE,CA,6/29/2000 23:50
Ewa Beach,,TRIANGLE,HI,6/30/2000 0:00
Indianapolis,,,IN,6/30/2000 0:00
Myers Spring Canyon,,CIRCLE,TX,6/30/2000 0:00
Las Vegas,,TRIANGLE,NV,6/30/2000 2:30
Orlando,,RECTANGLE,FL,6/30/2000 13:00
Morrison,,RECTANGLE,CO,6/30/2000 14:00
Springboro,,CIRCLE,PA,6/30/2000 15:00
Wantage,YELLOW,CIRCLE,NJ,6/30/2000 17:00
West Gardiner,,CIGAR,ME,6/30/2000 19:00
Mountain Home AFB,,TRIANGLE,ID,6/30/2000 19:30
Bennington,,OTHER,VT,6/30/2000 20:00
New Port Richey,,CIRCLE,FL,6/30/2000 20:00
Austin,,CYLINDER,TX,6/30/2000 20:30
Lincoln,,FORMATION,NE,6/30/2000 21:30
Sycamore,,TRIANGLE,OH,6/30/2000 21:35
Ogden,ORANGE,SPHERE,UT,6/30/2000 21:40
Bedford,,LIGHT,NY,6/30/2000 22:00
Buffalo,,TRIANGLE,NY,6/30/2000 22:00
Hollister,,CIRCLE,CA,6/30/2000 22:00
Paso Robles,,FORMATION,CA,6/30/2000 22:30
St. Paul,,CIRCLE,MN,6/30/2000 22:40
George,GREEN,LIGHT,WA,7/1/2000 0:10
Santa Rosa,,SPHERE,CA,7/1/2000 1:00
Bismarck,,LIGHT,ND,7/1/2000 2:30
Crystal Beach,,TRIANGLE,TX,7/1/2000 3:00
Midland,,LIGHT,MI,7/1/2000 3:11
Baker,,CIGAR,CA,7/1/2000 3:30
Baker,,CIGAR,CA,7/1/2000 3:30
Ojai,,TRIANGLE,CA,7/1/2000 3:50
"Tylertown, MS",,LIGHT,MS,7/1/2000 4:00
San Pedro,,OVAL,CA,7/1/2000 11:45
Ponca,,LIGHT,OK,7/1/2000 14:00
Defiance,,CROSS,OH,7/1/2000 15:00
Ogden,,OVAL,UT,7/1/2000 16:00
Waco,,CIRCLE,TX,7/1/2000 17:00
Bellingham,,TRIANGLE,WA,7/1/2000 19:00
Stockton,,DISK,CA,7/1/2000 19:00
Phoenix,,FORMATION,AZ,7/1/2000 21:00
Sewell,,RECTANGLE,NJ,7/1/2000 21:00
Montgomery Pass,GREEN,OVAL,NV,7/1/2000 22:00
Palmyra,,,NY,7/1/2000 22:00
New York City,,TRIANGLE,NY,7/1/2000 22:15
San Jose,,FIREBALL,CA,7/1/2000 22:15
Salinas,,FIREBALL,CA,7/1/2000 22:30
Sierra Nevada Mtns,,,CA,7/1/2000 22:30
Lancaster,,DISK,CA,7/1/2000 22:50
Orcas Island,,FORMATION,WA,7/2/2000 0:30
Land Between The Lakes,,TRIANGLE,KY,7/2/2000 1:20
Largo,,CIGAR,FL,7/2/2000 13:30
Mount Pleasant,RED,CIRCLE,SC,7/2/2000 21:15
East Windsor,,OVAL,NJ,7/2/2000 21:45
West Fork,,LIGHT,AR,7/2/2000 22:00
West Windsor,,DISK,NJ,7/2/2000 22:10
Ice House Campground,,FORMATION,CA,7/2/2000 22:30
Kewaunee,ORANGE,DISK,WI,7/3/2000 1:00
Dedham,,,MA,7/3/2000 2:45
Las Vegas,,OVAL,NV,7/3/2000 15:30
Cottage Grove,,RECTANGLE,WA,7/3/2000 17:00
Meridian,,OTHER,ID,7/3/2000 17:00
Boston,,LIGHT,NY,7/3/2000 19:00
Anderson,,LIGHT,CA,7/3/2000 21:45
Colebrook,,VARIOUS,NH,7/3/2000 22:30
Colorado Springs,,LIGHT,CO,7/4/2000 2:30
Columbus,,LIGHT,GA,7/4/2000 3:00
Loves Park,,CIGAR,IL,7/4/2000 17:30
Potsdam,,TRIANGLE,NY,7/4/2000 18:00
St. Louis,,FIREBALL,MO,7/4/2000 20:40
Pacific City,,LIGHT,OR,7/4/2000 21:00
Urbandale,,LIGHT,IA,7/4/2000 21:00
Windsor Heights,RED,LIGHT,IA,7/4/2000 21:00
Des Moines,,LIGHT,IA,7/4/2000 21:30
Conyers,RED,LIGHT,GA,7/4/2000 21:45
Tacoma,RED,LIGHT,WA,7/4/2000 21:50
Des Moines,,LIGHT,IA,7/4/2000 22:00
Tacoma,RED,CIRCLE,WA,7/4/2000 22:00
West Des Moines,,CIRCLE,IA,7/4/2000 22:00
Puyallup,,CIRCLE,WA,7/4/2000 22:15
Riverview,ORANGE,CIRCLE,FL,7/4/2000 22:15
Tacoma,RED,LIGHT,WA,7/4/2000 22:25
Houston,RED,FIREBALL,TX,7/4/2000 22:30
Tacoma,RED,LIGHT,WA,7/4/2000 22:30
Tacoma,RED ORANGE,OTHER,WA,7/4/2000 22:30
Oakland,,TRIANGLE,MD,7/4/2000 23:00
Toledo,,TRIANGLE,OH,7/4/2000 23:00
Interlochen,,LIGHT,MI,7/4/2000 23:15
Graham,RED BLUE,CIGAR,WA,7/4/2000 23:30
Roslyn,,LIGHT,WA,7/4/2000 23:30
Seattle,GREEN,LIGHT,WA,7/5/2000 5:47
Wildwood Coast,,CYLINDER,NJ,7/5/2000 16:00
Schnecksville,,OVAL,PA,7/5/2000 19:30
San Diego,,CIGAR,CA,7/5/2000 20:20
Kingman,,OTHER,AZ,7/5/2000 21:00
Corvallis,,OTHER,OR,7/5/2000 22:15
Lincon City,,CROSS,OR,7/6/2000 0:30
Easton,,SPHERE,PA,7/6/2000 1:00
Rockford,ORANGE,VARIOUS,IL,7/6/2000 20:15
Marinette,GREEN,CYLINDER,WI,7/6/2000 20:30
Thornton,,CYLINDER,CO,7/6/2000 20:30
Thornton,YELLOW,CYLINDER,CO,7/6/2000 20:30
South Ontario,,CYLINDER,CA,7/6/2000 20:45
Columbia,,TRIANGLE,MO,7/6/2000 21:30
Barstow,,CIGAR,CA,7/6/2000 22:00
Salt Lake City,,OTHER,UT,7/6/2000 23:14
Babylon,,FORMATION,NY,7/6/2000 23:20
Highland Park,,FIREBALL,IL,7/7/2000 1:00
Frederick,,SPHERE,MD,7/7/2000 1:45
Cleveland,ORANGE,,OH,7/7/2000 4:15
Cadillac,,OVAL,MI,7/7/2000 12:05
Santa Clara,,LIGHT,CA,7/7/2000 20:30
Citrus Heights,BLUE,OTHER,CA,7/7/2000 21:00
Los Angeles,,LIGHT,CA,7/7/2000 21:00
San Diego,GREEN,LIGHT,CA,7/7/2000 21:00
Woodland,,CONE,CA,7/7/2000 21:10
Los Angeles,BLUE,LIGHT,CA,7/7/2000 21:15
Sunnyvale,BLUE,CIRCLE,CA,7/7/2000 21:20
Sunnyvale,BLUE,CIRCLE,CA,7/7/2000 21:20
Visalia,BLUE,LIGHT,CA,7/7/2000 21:20
Red Rock Canyon,,OVAL,NV,7/7/2000 21:21
Red Bluff,,FIREBALL,CA,7/7/2000 21:22
West Covina,BLUE,LIGHT,CA,7/7/2000 21:25
Covina,BLUE,OVAL,CA,7/7/2000 21:30
Kingman,,LIGHT,AZ,7/7/2000 21:30
Las Vegas,GREEN,LIGHT,NV,7/7/2000 21:30
Los Angeles,,SPHERE,CA,7/7/2000 21:30
Pacific Palisades,GREEN BLUE,OTHER,CA,7/7/2000 21:30
Sacramento,,FIREBALL,CA,7/7/2000 21:30
Santa Rosa,BLUE,LIGHT,CA,7/7/2000 21:30
Tacna,,LIGHT,AZ,7/7/2000 21:30
Thermal,BLUE,LIGHT,CA,7/7/2000 21:30
Tonapah,,,NV,7/7/2000 21:30
Riveside,,LIGHT,CA,7/7/2000 21:35
Sacramento,,RECTANGLE,CA,7/7/2000 21:35
Kingston Springs,RED,FIREBALL,TN,7/7/2000 22:00
Winnemucca,GREEN,LIGHT,NV,7/7/2000 22:10
St. George,,LIGHT,UT,7/7/2000 22:30
North San Francisco,,DISK,CA,7/8/2000 15:22
Ceres,,,CA,7/8/2000 20:00
Poway,BLUE,,CA,7/8/2000 20:30
Stanwood - I-5 corridor,RED,FIREBALL,WA,7/8/2000 21:50
Santa Rosa,GREEN,LIGHT,CA,7/8/2000 22:00
Salem,RED,,OR,7/8/2000 22:50
Steubenville,,TRIANGLE,OH,7/8/2000 23:00
Paint Lick,,,KY,7/8/2000 23:25
Klamath National Wildlife Refuge,BLUE,CYLINDER,OR,7/9/2000 7:45
Torrington,,LIGHT,CT,7/9/2000 8:30
Franklin Square,,,NY,7/9/2000 9:15
Palmer,,,MA,7/9/2000 12:00
Salt Lake City,,OVAL,UT,7/9/2000 18:00
Satellite Beach,,OTHER,FL,7/9/2000 20:30
Milwaukie,,LIGHT,OR,7/10/2000 1:40
Evanston,,OTHER,IL,7/10/2000 3:00
Commerce City,,LIGHT,CO,7/10/2000 12:15
Virginia Beach,,,VA,7/10/2000 13:00
Big Pine,,OTHER,CA,7/10/2000 17:00
Tomah,,CIGAR,WI,7/10/2000 19:00
Downers Grove,,SPHERE,IL,7/10/2000 20:00
Redland,,CIRCLE,OR,7/10/2000 20:30
St. George Island,ORANGE,TRIANGLE,FL,7/10/2000 23:15
Flagstaff,,OTHER,AZ,7/10/2000 23:30
Salem,,,OR,7/11/2000 0:30
Shohola Falls,,LIGHT,PA,7/11/2000 2:30
Bridgewater,,VARIOUS,CT,7/11/2000 3:30
Torrington,,SPHERE,CT,7/11/2000 9:00
Nashville,,SPHERE,TN,7/12/2000 0:00
Franklin,,DISK,PA,7/12/2000 1:56
Rim Rock,,CIRCLE,AZ,7/12/2000 9:57
Portland,,CYLINDER,OR,7/12/2000 18:30
Spring Glen,,DISK,NY,7/12/2000 19:50
Gilbert,RED,,AZ,7/12/2000 20:00
Gilbert,RED,LIGHT,AZ,7/12/2000 20:00
Scottsdale,,FIREBALL,AZ,7/12/2000 20:00
Gilbert,,CIRCLE,AZ,7/12/2000 20:10
Gilbert,,DIAMOND,AZ,7/12/2000 20:10
Gilbert,RED,DIAMOND,AZ,7/12/2000 20:10
Gilbert,,FIREBALL,AZ,7/12/2000 20:10
Chandler,RED,CIRCLE,AZ,7/12/2000 20:19
Glendale,RED,LIGHT,AZ,7/12/2000 20:30
Gilbert,,LIGHT,AZ,7/12/2000 20:35
Falfurias,RED,LIGHT,TX,7/12/2000 22:00
Casa,GREEN,CIGAR,AR,7/12/2000 23:00
Route 280  Exit 1,,EGG,NJ,7/12/2000 23:00
Sherman,,LIGHT,NY,7/12/2000 23:30
Gilbert,RED,CIRCLE,AZ,7/13/2000 19:25
Gilbert,,DIAMOND,AZ,7/13/2000 19:54
Gilbert,,CIRCLE,AZ,7/13/2000 20:00
Gilbert,RED,LIGHT,AZ,7/13/2000 20:00
Glendale,RED,FIREBALL,AZ,7/13/2000 20:00
Gilbert,RED,CIRCLE,AZ,7/13/2000 20:10
Addison,,CIRCLE,NY,7/13/2000 21:30
Monterey Park,,CIGAR,CA,7/13/2000 22:00
Onalaska,,FIREBALL,WI,7/13/2000 22:23
Norristown,,LIGHT,PA,7/13/2000 23:15
Summit,,DISK,NJ,7/13/2000 23:40
Portland,BLUE,FLASH,OR,7/14/2000 2:00
Pasquag,,CIRCLE,RI,7/14/2000 2:30
Fresno,,,CA,7/14/2000 3:00
Greensburg,,OTHER,PA,7/14/2000 3:00
Troy,,DISK,NY,7/14/2000 3:00
Oklahoma City,,CIGAR,OK,7/14/2000 17:40
Memphis,,TRIANGLE,TN,7/14/2000 18:00
Ragly,,,LA,7/14/2000 21:00
Quincy,,EGG,CA,7/14/2000 22:20
Tooele,,,UT,7/14/2000 22:30
Little Rock,,LIGHT,AR,7/14/2000 23:00
Olympia,,LIGHT,WA,7/14/2000 23:00
Sikeston,,CHEVRON,MO,7/14/2000 23:30
Thibodaux,ORANGE,FIREBALL,LA,7/14/2000 23:30
Palos Hills,,,IL,7/15/2000 0:30
Miami,,CIGAR,FL,7/15/2000 1:00
Cheshire,ORANGE,OVAL,OH,7/15/2000 1:15
Vancouver,,CIRCLE,WA,7/15/2000 7:00
Billerica,,DISK,MA,7/15/2000 9:00
Aurora,,SPHERE,OR,7/15/2000 16:00
